,latitude,longitude,blk_no,road_name,postal_code,address
46,1.37294668133382,103.851635347661,,ANG MO KIO ST 52,NIL,ANG MO KIO ST 52
47,1.37294668133382,103.851635347661,,ANG MO KIO ST 52,NIL,ANG MO KIO ST 52
48,1.37294668133382,103.851635347661,,ANG MO KIO ST 52,NIL,ANG MO KIO ST 52
49,1.36931517954752,103.847153924066,51,ANG MO KIO AVENUE 3,569922,ANG MO KIO AVE 3
50,1.36931517954752,103.847153924066,51,ANG MO KIO AVENUE 3,569922,ANG MO KIO AVE 3
51,1.37731149652799,103.860485872465,,NIL,NIL,ANG MO KIO AVE 5
52,1.36776871298295,103.844735089975,3535,ANG MO KIO AVENUE 6,569839,ANG MO KIO AVE 6
53,1.37294668133382,103.851635347661,,ANG MO KIO ST 52,NIL,ANG MO KIO ST 52
54,1.36714737685637,103.839256279218,226C,ANG MO KIO AVENUE 1,563226,ANG MO KIO AVE 1
55,1.37999943101881,103.841407224475,632,ANG MO KIO AVENUE 4,560632,ANG MO KIO AVE 4
56,1.33346832060573,103.93883800726,,BEDOK NTH AVE 4,NIL,BEDOK NTH AVE 4
57,1.32453874303685,103.929038185227,,BEDOK NTH AVE 1,NIL,BEDOK NTH AVE 1
58,1.32785578389017,103.939708785127,101,BEDOK NORTH ROAD,469678,BEDOK NTH RD
59,1.32453874303685,103.929038185227,,BEDOK NTH AVE 1,NIL,BEDOK NTH AVE 1
60,1.32228550455303,103.932474096336,799,BEDOK SOUTH AVENUE 1,469335,BEDOK STH AVE 1
61,1.33758734617107,103.921963603077,744,BEDOK RESERVOIR ROAD,470744,BEDOK RESERVOIR RD
62,1.32761801944271,103.925191555708,,CHAI CHEE ST,NIL,CHAI CHEE ST
63,1.32761801944271,103.925191555708,,CHAI CHEE ST,NIL,CHAI CHEE ST
64,1.33758734617107,103.921963603077,744,BEDOK RESERVOIR ROAD,470744,BEDOK RESERVOIR RD
65,1.33078667404073,103.924260113816,,BEDOK NTH ST 3,NIL,BEDOK NTH ST 3
66,1.33078667404073,103.924260113816,,BEDOK NTH ST 3,NIL,BEDOK NTH ST 3
